nome_x,nome_regiao,quantidade_nascimentos_ate_2010,genero
Agildo,Sudeste,214,masculino
Agileu,Sudeste,18,masculino
Agilson,Sudeste,136,masculino
Agimiro,Sudeste,20,masculino
Aginaldo,Sudeste,189,masculino
Agivaldo,Sudeste,10,masculino
Aglaci,Sul,23,feminino
Aglacir,Sul,19,desconhecido
Aglae,Sul,76,feminino
Aglaer,Sudeste,11,feminino
Aglaia,Sudeste,36,feminino
Aglailson,Nordeste,156,masculino
Aglailton,Nordeste,60,masculino
Aglair,Sul,134,feminino
Aglairton,Nordeste,16,masculino
Aglais,Nordeste,52,feminino
Aglesio,Nordeste,10,desconhecido
Agmar,Sudeste,479,masculino
Agmon,Sudeste,11,masculino
Agna,Sudeste,158,feminino
Agnado,Sudeste,17,masculino
Agnailda,Sudeste,29,feminino
Agnailde,Nordeste,15,feminino
Agnaildo,Sudeste,17,masculino
Agnailton,Nordeste,30,masculino
Agnair,Sudeste,10,desconhecido
Agnalda,Sudeste,43,feminino
Agnaldo,Sudeste,30425,masculino
Agne,Sudeste,22,Indefinido
Agnel,Centro-Oeste,27,masculino
Agnela,Sudeste,10,feminino
Agnelio,Sudeste,16,masculino
Agnello,Sudeste,20,desconhecido
Agnelo,Sudeste,370,masculino
Agner,Sudeste,100,masculino
Agnes,Sudeste,2925,feminino
Agnis,Sudeste,29,feminino
Agno,Sudeste,43,masculino
Agnolia,Nordeste,24,feminino
Agnor,Sudeste,26,masculino
Agnus,Norte,12,masculino
Agostim,Sudeste,10,masculino
Agostin,Sudeste,25,masculino
Agostina,Sudeste,74,feminino
Agostinha,Sudeste,324,feminino
Agostinho,Sudeste,5179,masculino
Agostino,Sudeste,122,masculino
Agostnho,Sudeste,17,masculino
Agricio,Nordeste,95,masculino
Agricola,Centro-Oeste,13,desconhecido
Agrimaldo,Sudeste,100,masculino
Agrimar,Sudeste,31,masculino
Agrinaldo,Nordeste,51,masculino
Agripina,Sudeste,256,feminino
Agripino,Nordeste,483,masculino
Agta,Sudeste,155,feminino
Agtha,Sudeste,110,feminino
Aguata,Sudeste,11,feminino
Agueda,Sudeste,120,feminino
Aguiar,Sudeste,63,masculino
Aguida,Sudeste,550,feminino
Aguilar,Sudeste,143,masculino
Aguilherme,Sudeste,12,masculino
Aguimar,Sudeste,238,masculino
Aguina,Sudeste,11,feminino
Aguinalda,Sudeste,19,feminino
Aguinaldo,Sudeste,10427,masculino
Aguinelo,Sudeste,59,masculino
Aguines,Sudeste,60,feminino
Aguita,Sudeste,10,feminino
Agunaldo,Sudeste,11,masculino
Agustavo,Sudeste,16,masculino
Agustin,Sudeste,37,masculino
Agustina,Sudeste,14,feminino
Agustinha,Sudeste,26,feminino
Agustinho,Sudeste,227,masculino
Agustino,Sudeste,21,masculino
Agusto,Sudeste,84,masculino
Aharon,Sudeste,12,masculino
Ahmad,Sudeste,155,masculino
Ahmed,Sudeste,56,masculino
Ahn,Sudeste,13,desconhecido
Ai,Sudeste,19,desconhecido
Aiako,Sudeste,21,desconhecido
Aiala,Nordeste,350,feminino
Aiale,Nordeste,11,desconhecido
Aian,Nordeste,11,masculino
Aiana,Nordeste,188,feminino
Aianda,Sudeste,21,feminino
Aiandra,Sudeste,88,feminino
Aiane,Nordeste,434,feminino
Aiara,Sudeste,23,feminino
Aias,Sudeste,12,masculino
Aice,Sudeste,11,desconhecido
Aicha,Sudeste,51,feminino
Aico,Sudeste,17,desconhecido
Aid,Sudeste,13,feminino
Aida,Sudeste,2860,feminino
Aidalva,Nordeste,17,feminino
Aidan,Sudeste,38,masculino
Aide,Sudeste,2022,feminino
Aidee,Sudeste,49,feminino
Aider,Sudeste,17,feminino
Aides,Sudeste,28,ambos
Aidil,Nordeste,607,feminino
Aidilma,Nordeste,13,desconhecido
Aidio,Nordeste,15,desconhecido
Aiesca,Sudeste,12,feminino
Aieska,Sudeste,13,feminino
Aiko,Sudeste,222,feminino
Aila,Nordeste,3304,feminino
Ailan,Nordeste,69,masculino
Ailana,Nordeste,247,feminino
Ailane,Nordeste,196,feminino
Ailce,Sudeste,17,feminino
Ailda,Nordeste,198,feminino
Ailde,Sudeste,21,feminino
Aildes,Nordeste,36,feminino
Aildil,Nordeste,14,desconhecido
Aildo,Sudeste,66,masculino
Ailla,Nordeste,23,feminino
Ailma,Nordeste,163,feminino
Ailon,Centro-Oeste,52,masculino
Ailsa,Sudeste,35,feminino
Ailsom,Sudeste,31,masculino
Ailson,Sudeste,2278,masculino
Ailta,Sudeste,24,feminino
Ailto,Sudeste,150,masculino
Ailtom,Sudeste,1132,masculino
Ailton,Sudeste,49212,masculino
Ailza,Sudeste,286,feminino
Aimar,Sudeste,102,masculino
Aimara,Sudeste,15,feminino
Aime,Sudeste,180,feminino
Aimee,Sudeste,184,feminino
Aimone,Sudeste,12,desconhecido
Aimore,Sudeste,39,masculino
Aina,Sudeste,71,feminino
Ainara,Nordeste,25,feminino
Aine,Sudeste,71,feminino
Aingles,Nordeste,11,desconhecido
Ainoa,Sudeste,32,feminino
Ainoan,Nordeste,36,feminino
Ainton,Sudeste,37,masculino
Air,Sudeste,141,provavelmente_masculino
Aira,Sudeste,173,feminino
Airam,Sudeste,50,ambos
Airan,Nordeste,213,provavelmente_masculino
Airana,Nordeste,10,feminino
Airane,Nordeste,10,feminino
Aires,Sudeste,642,masculino
Airis,Sudeste,16,provavelmente_feminino
Airla,Nordeste,197,feminino
Airlane,Nordeste,11,feminino
Airles,Nordeste,35,feminino
Airlton,Sudeste,18,masculino
Airo,Sudeste,10,masculino
Airon,Nordeste,247,masculino
Airson,Sudeste,13,masculino
Airtes,Centro-Oeste,18,desconhecido
Airto,Sul,78,Indefinido
Airtom,Sul,171,masculino
Airton,Sudeste,15389,masculino
Aisa,Sudeste,28,feminino
Aisabela,Sudeste,11,feminino
Aisha,Sudeste,225,feminino
Aisla,Nordeste,139,feminino
Aislan,Nordeste,592,masculino
Aislane,Nordeste,60,feminino
Aison,Sudeste,15,masculino
Aissa,Nordeste,54,feminino
Aitana,Nordeste,16,feminino
Aitom,Sudeste,14,masculino
Aiton,Sudeste,398,masculino
Aiuton,Sudeste,13,masculino
Aix,Sudeste,11,desconhecido
Aixa,Sudeste,10,feminino
Aiza,Sudeste,24,feminino
Ajax,Norte,69,masculino
Ajenor,Sudeste,25,masculino
Ajoao,Sudeste,22,masculino
Ajose,Sudeste,42,masculino
Ajuliana,Sudeste,10,feminino
Ajurimar,Nordeste,28,desconhecido
Akauan,Sudeste,13,masculino
Akberto,Sudeste,10,desconhecido
Akel,Norte,15,desconhecido
Akeme,Sudeste,16,feminino
Akemi,Sudeste,400,feminino
Akemy,Sudeste,15,feminino
Akessandra,Sudeste,34,feminino
Akessandro,Sudeste,13,masculino
Akex,Sudeste,20,masculino
Akexandre,Sudeste,104,masculino
Aki,Sudeste,22,desconhecido
Akice,Sudeste,11,desconhecido
Akie,Sudeste,35,feminino
Akihiro,Sudeste,17,desconhecido
Akiko,Sudeste,352,feminino
Akila,Sudeste,67,provavelmente_feminino
Akiles,Sudeste,12,masculino
Akimi,Sudeste,12,desconhecido
Akin,Sudeste,10,masculino
Akine,Sudeste,25,feminino
Akinori,Sudeste,14,desconhecido
Akio,Sudeste,144,masculino
Akira,Sudeste,575,masculino
Akram,Sudeste,10,desconhecido
Ala,Nordeste,66,masculino
Alace,Norte,51,masculino
Alaci,Norte,70,ambos
Alacid,Norte,52,masculino
Alacide,Norte,63,masculino
Alacir,Sudeste,54,ambos
Aladia,Sudeste,59,feminino
Aladim,Sudeste,58,masculino
Aladin,Sudeste,30,masculino
Aladio,Sudeste,28,masculino
Aladir,Sudeste,225,ambos
Alaecio,Sudeste,32,masculino
Alaelson,Nordeste,82,masculino
Alaene,Centro-Oeste,23,feminino
Alaercio,Sudeste,110,masculino
Alaerte,Sudeste,48,masculino
Alaete,Sudeste,10,provavelmente_feminino
Alaf,Norte,59,masculino
Alafe,Norte,43,masculino
Alafi,Sudeste,13,masculino
Alai,Sudeste,40,ambos
Alaiane,Sudeste,13,feminino
Alaice,Sudeste,16,feminino
Alaide,Sudeste,15875,feminino
Alaides,Sul,552,Indefinido
Alaidi,Sudeste,43,feminino
Alailson,Norte,410,masculino
Alailton,Sudeste,102,masculino
Alaim,Sudeste,43,masculino
Alain,Sudeste,239,masculino
Alaina,Sudeste,26,feminino
Alaine,Nordeste,438,feminino
Alair,Sudeste,5792,provavelmente_masculino
Alairton,Nordeste,23,masculino
Alais,Sudeste,129,feminino
Alaisa,Sudeste,11,feminino
Alaise,Norte,31,feminino
Alaison,Norte,13,masculino
Alaize,Sudeste,10,feminino
Alam,Sudeste,1615,masculino
Alamir,Sudeste,182,masculino
Alamiro,Sudeste,11,masculino
Alamo,Nordeste,94,masculino
Alan,Sudeste,86732,masculino
Alana,Nordeste,23825,feminino
Alanda,Sudeste,67,feminino
Alandelon,Nordeste,10,masculino
Alander,Sudeste,14,masculino
Alanderson,Sudeste,236,masculino
Alane,Nordeste,5271,feminino
Alanes,Sudeste,129,feminino
Alani,Nordeste,542,feminino
Alania,Nordeste,56,feminino
Alanir,Sudeste,37,provavelmente_feminino
Alanis,Sudeste,1003,feminino
Alann,Sudeste,16,masculino
Alanna,Nordeste,301,feminino
Alano,Nordeste,91,masculino
Alany,Nordeste,98,feminino
Alanys,Sudeste,42,feminino
Alao,Centro-Oeste,17,masculino
Alaor,Sudeste,1682,masculino
Alarico,Sudeste,56,masculino
Alarissa,Sudeste,10,feminino
Alas,Sudeste,12,masculino
Alax,Norte,56,masculino
Alaxandre,Sudeste,28,masculino
Alayde,Sudeste,320,feminino
Alayr,Sudeste,41,provavelmente_feminino
Alba,Sudeste,5184,feminino
Albaneide,Nordeste,88,feminino
Albanete,Nordeste,48,feminino
Albani,Nordeste,247,provavelmente_feminino
Albania,Nordeste,12,feminino
Albanice,Nordeste,24,feminino
Albanir,Nordeste,68,provavelmente_masculino
Albanira,Norte,51,feminino
Albanisa,Nordeste,101,feminino
Albanise,Nordeste,19,feminino
Albanita,Nordeste,320,feminino
Albaniza,Nordeste,555,feminino
Albanize,Nordeste,19,feminino
Albanizia,Nordeste,10,feminino
Albano,Sudeste,590,masculino
Albany,Nordeste,31,provavelmente_feminino
Albari,Sul,304,masculino
Albarina,Sul,11,feminino
Albeci,Nordeste,46,provavelmente_masculino
Albelia,Norte,16,desconhecido
Albene,Sudeste,10,feminino
Albeni,Sudeste,40,ambos
Albenia,Nordeste,11,feminino
Albenice,Nordeste,50,feminino
Albenir,Sudeste,44,provavelmente_masculino
Albenita,Nordeste,21,feminino
Albeniza,Nordeste,19,feminino
Albenize,Norte,10,feminino
Alber,Sudeste,42,masculino
Alberdan,Norte,34,masculino
Alberes,Nordeste,586,masculino
Alberi,Sul,1222,masculino
Alberico,Nordeste,1350,masculino
Alberina,Sudeste,10,feminino
Alberio,Nordeste,68,masculino
Alberis,Nordeste,82,masculino
Alberison,Nordeste,11,desconhecido
Alberlan,Norte,24,masculino
Alberlene,Norte,14,feminino
Albero,Sudeste,20,masculino
Alberon,Nordeste,14,masculino
Alberone,Sudeste,34,masculino
Alberson,Norte,22,masculino
Albert,Sudeste,2355,masculino
Alberta,Norte,230,feminino
Alberte,Nordeste,72,masculino
Alberth,Nordeste,33,masculino
Alberti,Sudeste,78,masculino
Albertina,Sudeste,6365,feminino
Albertino,Sudeste,1765,masculino
Alberto,Sudeste,44570,masculino
Albery,Sul,11,masculino
Albetisa,Nordeste,12,feminino
Albetiza,Nordeste,125,feminino
Albeto,Sudeste,53,masculino
Albina,Sudeste,857,feminino
Albino,Sul,3632,masculino
Albio,Sul,28,masculino
Albrto,Sudeste,38,masculino
Alce,Sudeste,20,Indefinido
Alcea,Sudeste,13,feminino
Alcebiades,Sudeste,903,masculino
Alcebides,Sudeste,37,masculino
Alcedina,Sudeste,90,feminino
Alcedino,Sudeste,39,masculino
Alcedir,Sul,50,masculino
Alcedo,Nordeste,10,desconhecido
Alceia,Sudeste,71,feminino
Alceir,Sudeste,238,masculino
Alcel,Sudeste,14,masculino
Alceli,Sudeste,58,feminino
Alcelia,Sudeste,34,feminino
Alcelina,Sudeste,17,feminino
Alcelino,Sudeste,17,masculino
Alcelio,Nordeste,24,masculino
Alcelir,Sudeste,16,feminino
Alcelmo,Sudeste,22,masculino
Alcemar,Sul,403,masculino
Alcemir,Sudeste,640,masculino
Alcemira,Norte,77,feminino
Alcendino,Sudeste,11,masculino
Alceni,Sul,84,ambos
Alcenir,Sudeste,1061,provavelmente_masculino
Alcenira,Sudeste,141,feminino
Alceno,Sul,10,masculino
Alcenor,Sudeste,46,masculino
Alceri,Sul,90,masculino
Alceste,Sudeste,13,desconhecido
Alceu,Sul,8753,masculino
Alci,Sudeste,486,provavelmente_masculino
Alcia,Sudeste,10,feminino
Alciana,Norte,11,feminino
Alciane,Norte,236,feminino
Alciberto,Norte,15,masculino
Alcibiades,Sudeste,12,masculino
Alciclei,Norte,40,masculino
Alcicleia,Norte,101,feminino
Alcicleide,Nordeste,57,feminino
Alcida,Sudeste,32,feminino
Alcide,Sudeste,103,masculino
Alcidea,Sudeste,114,feminino
Alcideia,Sudeste,258,feminino
Alcidemar,Nordeste,10,masculino
Alcides,Sudeste,22088,masculino
Alcidesia,Nordeste,12,desconhecido
Alcidesio,Nordeste,80,masculino
Alcidez,Sudeste,22,masculino
Alcidezio,Nordeste,26,masculino
Alcidia,Sudeste,211,feminino
Alcidina,Sudeste,10,feminino
Alcidineia,Sudeste,26,feminino
Alcidino,Sudeste,39,masculino
Alcidio,Sudeste,114,masculino
Alcidis,Sudeste,35,masculino
Alcido,Sul,130,masculino
Alciele,Norte,64,feminino
Alciene,Norte,198,feminino
Alciete,Norte,22,feminino
Alcifran,Norte,11,desconhecido
Alcilane,Norte,57,feminino
Alcilea,Sudeste,68,feminino
Alcilei,Norte,15,masculino
Alcileia,Sudeste,360,feminino
Alcileide,Norte,48,feminino
Alcilene,Norte,2621,feminino
Alcilenio,Sudeste,16,desconhecido
Alcilete,Norte,13,feminino
Alciliadora,Norte,30,feminino
Alcimar,Sudeste,2126,masculino
Alcimara,Norte,212,feminino
Alcimir,Sul,11,masculino
Alcimone,Norte,12,feminino
Alcina,Sudeste,1968,feminino
Alcinara,Norte,17,feminino
Alcinda,Sudeste,172,feminino
Alcindo,Sul,1265,masculino
Alcine,Sudeste,10,feminino
Alcinea,Sudeste,241,feminino
Alcinei,Norte,504,masculino
Alcineia,Sudeste,1504,feminino
Alcineide,Nordeste,285,feminino
Alcinete,Norte,230,feminino
Alciney,Norte,150,masculino
Alcinio,Sudeste,12,masculino
Alcino,Sudeste,2057,masculino
Alcio,Sudeste,28,masculino
Alciomar,Nordeste,90,masculino
Alcion,Nordeste,15,masculino
Alcione,Sudeste,8663,provavelmente_feminino
Alcionei,Sul,31,masculino
Alcioneide,Nordeste,141,feminino
Alcioni,Sul,67,ambos
Alcionira,Nordeste,10,feminino
Alcir,Sudeste,2945,masculino
Alcira,Sudeste,124,feminino
Alcirema,Norte,21,feminino
Alcirene,Norte,119,feminino
Alcirlei,Sudeste,21,masculino
Alcivan,Nordeste,195,masculino
Alcivando,Nordeste,14,masculino
Alcivania,Nordeste,24,feminino
Alcy,Sudeste,175,provavelmente_masculino
Alcyone,Sudeste,12,desconhecido
Alcyr,Sudeste,133,masculino
Alda,Sudeste,10889,feminino
Aldaberon,Nordeste,10,desconhecido
Aldaberto,Sudeste,64,masculino
Aldaci,Nordeste,377,feminino
Aldacir,Nordeste,131,ambos
Aldacira,Nordeste,14,feminino
Aldacy,Nordeste,18,Indefinido
Aldadina,Norte,10,desconhecido
Aldair,Sudeste,5737,masculino
Aldaires,Nordeste,69,feminino
Aldaisa,Sudeste,64,feminino
Aldaiza,Sudeste,37,feminino
Aldalberto,Sudeste,41,masculino
Aldalea,Sudeste,19,feminino
Aldaleia,Norte,158,feminino
Aldalice,Norte,97,feminino
Aldalina,Norte,10,desconhecido
Aldalio,Sudeste,26,masculino
Aldamir,Sudeste,41,masculino
Aldamira,Norte,12,feminino
Aldanei,Sul,45,feminino
Aldanir,Sudeste,14,provavelmente_feminino
Aldara,Sudeste,13,desconhecido
Aldario,Sudeste,15,desconhecido
Alde,Sudeste,13,masculino
Aldeane,Nordeste,172,feminino
Aldeci,Nordeste,859,ambos
Aldecina,Sudeste,13,feminino
Aldecir,Sudeste,473,provavelmente_masculino
Aldecira,Nordeste,26,feminino
Aldecy,Sudeste,36,ambos
Aldei,Sudeste,12,provavelmente_masculino
Aldeia,Sudeste,13,desconhecido
Aldeide,Nordeste,163,feminino
Aldeides,Nordeste,37,feminino
Aldeir,Sudeste,1062,provavelmente_masculino
Aldeirton,Nordeste,40,masculino
Aldeisa,Nordeste,35,feminino
Aldeise,Norte,45,feminino
Aldeiza,Nordeste,83,feminino
Aldeize,Norte,14,feminino
Aldejane,Norte,15,feminino
Aldelane,Norte,21,feminino
Aldelena,Norte,10,feminino
Aldelene,Norte,10,feminino
Aldeli,Sudeste,16,provavelmente_feminino
Aldelice,Nordeste,73,feminino
Aldelina,Sudeste,59,feminino
Aldelino,Norte,16,masculino
Aldelir,Sudeste,10,provavelmente_masculino
Aldema,Sul,11,feminino
Aldemar,Sudeste,590,masculino
Aldemario,Nordeste,77,masculino
Aldemi,Centro-Oeste,12,masculino
Aldemir,Nordeste,3452,masculino
Aldemira,Norte,165,feminino
Aldemiro,Sudeste,75,masculino
Aldene,Sudeste,17,provavelmente_feminino
Aldenei,Norte,209,masculino
Aldeneide,Nordeste,105,feminino
Aldeney,Norte,98,masculino
Aldeni,Sudeste,282,provavelmente_feminino
Aldenia,Nordeste,178,feminino
Aldenice,Nordeste,1623,feminino
Aldenicio,Sudeste,11,masculino
Aldenilson,Norte,22,masculino
Aldenio,Nordeste,36,masculino
Aldenir,Nordeste,3126,ambos
Aldenira,Nordeste,598,feminino
Aldenis,Nordeste,74,masculino
Aldenisa,Nordeste,39,feminino
Aldenise,Nordeste,430,feminino
Aldenisia,Nordeste,25,feminino
Aldenisio,Nordeste,15,masculino
Aldenita,Sudeste,13,feminino
Aldeniza,Nordeste,165,feminino
Aldenize,Nordeste,275,feminino
Aldenizia,Nordeste,61,feminino
Aldenizio,Nordeste,10,masculino
Aldenor,Norte,1084,masculino
Aldenora,Nordeste,3724,feminino
Aldenoura,Nordeste,11,feminino
Alder,Sudeste,49,masculino
Alderi,Nordeste,225,masculino
Alderice,Sudeste,14,feminino
Alderico,Sudeste,250,masculino
Alderina,Nordeste,242,feminino
Alderir,Nordeste,53,masculino
Alderita,Nordeste,42,feminino
Alderiva,Nordeste,16,feminino
Alderiza,Nordeste,12,feminino
Alderlan,Norte,74,masculino
Alderlane,Norte,46,feminino
Alderlei,Norte,11,masculino
Alderlene,Norte,11,feminino
Aldernei,Norte,12,desconhecido
Alderson,Norte,12,masculino
Aldete,Sudeste,185,feminino
Aldevan,Nordeste,19,masculino
Aldevina,Sudeste,29,feminino
Aldevino,Sudeste,33,masculino
Aldi,Sudeste,34,provavelmente_masculino
Aldiana,Nordeste,22,feminino
Aldiane,Norte,57,feminino
Aldice,Sudeste,11,feminino
Aldicea,Sudeste,41,feminino
Aldiceia,Sudeste,201,feminino
Aldilea,Sudeste,12,feminino
Aldileia,Sudeste,93,feminino
Aldilene,Norte,497,feminino
Aldimar,Norte,59,masculino
Aldina,Sudeste,299,feminino
Aldine,Sudeste,44,feminino
Aldinea,Sudeste,55,feminino
Aldinei,Sudeste,201,masculino
Aldineia,Sudeste,664,feminino
Aldineide,Nordeste,155,feminino
Aldinete,Nordeste,149,feminino
Aldiney,Norte,31,masculino
Aldino,Sul,249,masculino
Aldir,Sudeste,817,masculino
Aldira,Nordeste,69,feminino
Aldirene,Sudeste,41,feminino
Aldisia,Nordeste,15,desconhecido
Aldisio,Nordeste,62,masculino
Aldiva,Sul,37,feminino
Aldivan,Nordeste,73,masculino
Aldivina,Sudeste,42,feminino
Aldivino,Sudeste,40,masculino
Aldizia,Nordeste,36,feminino
Aldizio,Nordeste,75,Indefinido
Aldo,Sudeste,9181,masculino
Aldoir,Sul,162,masculino
Aldomar,Sul,47,masculino
Aldomario,Norte,13,masculino
Aldomiro,Sul,68,masculino
Aldona,Sudeste,16,feminino
Aldonei,Sul,20,masculino
Aldoni,Sul,16,masculino
Aldonia,Sudeste,10,desconhecido
Aldora,Sudeste,11,desconhecido
Aldori,Sul,539,masculino
Aldorindo,Sul,37,masculino
Aldre,Sudeste,20,ambos
Aldrea,Sudeste,13,feminino
Aldrei,Sudeste,43,ambos
Aldrey,Sudeste,160,provavelmente_feminino
Aldri,Sudeste,29,ambos
Aldria,Sudeste,18,feminino
Aldrin,Norte,76,masculino
Aldrina,Nordeste,14,feminino
Aldrovando,Sul,54,masculino
Aldry,Sudeste,21,feminino
Aldryn,Sudeste,12,desconhecido
Aldson,Nordeste,11,masculino
Aldyr,Sudeste,25,desconhecido
Ale,Sudeste,51,masculino
Aleanderson,Sudeste,10,masculino
Aleandra,Sudeste,130,feminino
Aleandre,Sudeste,31,masculino
Aleandro,Sudeste,343,masculino
Aleane,Norte,12,feminino
Alec,Sudeste,107,masculino
Alechadre,Centro-Oeste,18,masculino
Alechandra,Sudeste,42,feminino
Alechandre,Sudeste,320,masculino
Aleci,Sudeste,121,ambos
Alecia,Nordeste,206,feminino
Aleciane,Nordeste,15,feminino
Alecio,Sudeste,1211,masculino
Alecir,Sudeste,23,provavelmente_masculino
Alecsander,Sudeste,280,masculino
Alecsandra,Sudeste,384,feminino
Alecsandre,Sudeste,13,masculino
Alecsandro,Sudeste,989,masculino
Alecssander,Sudeste,14,masculino
Alecssandra,Sudeste,108,feminino
Alecssandro,Sudeste,184,masculino
Alecxander,Sudeste,24,masculino
Alecxandra,Sudeste,17,feminino
Alecxandro,Sudeste,24,masculino
Aledia,Sudeste,12,desconhecido
Aledio,Sudeste,144,masculino
Aledir,Sudeste,15,provavelmente_feminino
Alef,Sudeste,3540,masculino
Alefe,Nordeste,627,masculino
Alefer,Sudeste,21,masculino
Aleff,Nordeste,192,masculino
Alefi,Nordeste,157,masculino
Alegra,Sudeste,25,desconhecido
Alegria,Norte,34,feminino
Alehandro,Norte,13,Indefinido
Alei,Sudeste,12,masculino
Aleia,Sudeste,29,feminino
Aleida,Sudeste,149,feminino
Aleide,Nordeste,204,feminino
Aleilson,Norte,28,masculino
Aleir,Sudeste,113,provavelmente_masculino
Aleison,Norte,10,masculino
Aleixandre,Norte,10,desconhecido
Aleixo,Sul,250,masculino
Alejandra,Sudeste,141,feminino
Alejandro,Sudeste,1043,masculino
Alek,Sudeste,16,masculino
Aleksander,Sudeste,162,masculino
Aleksandra,Sudeste,224,feminino
Aleksandro,Sudeste,338,masculino
Alekssandra,Sudeste,32,feminino
Alekssandro,Sudeste,24,masculino
Aleluia,Nordeste,101,feminino
Alem,Norte,18,masculino
Alemao,Sudeste,22,masculino
Alemar,Sudeste,10,masculino
Alemax,Norte,39,masculino
Alen,Sudeste,61,provavelmente_masculino
Alena,Nordeste,38,feminino
Alenaldo,Nordeste,10,masculino
Alencar,Sudeste,1391,masculino
Alendre,Sudeste,10,masculino
Alene,Nordeste,91,feminino
Aleni,Sudeste,77,feminino
Alenice,Sudeste,100,feminino
Alenil,Centro-Oeste,36,desconhecido
Alenilda,Sudeste,40,feminino
Alenildo,Sudeste,24,masculino
Alenilson,Norte,90,masculino
Alenilton,Nordeste,14,masculino
Alenir,Sudeste,171,provavelmente_feminino
Alenita,Sudeste,50,feminino
Alenor,Centro-Oeste,19,masculino
Aleomar,Sudeste,32,masculino
Aleph,Sudeste,19,masculino
Aleques,Sudeste,10,masculino
Alerandro,Sudeste,56,Indefinido
Alercio,Sudeste,24,masculino
Alerrandra,Norte,16,feminino
Alerrandro,Norte,219,masculino
Alerson,Norte,37,masculino
Alerte,Sudeste,73,feminino
Alerto,Nordeste,38,masculino
Ales,Sudeste,34,masculino
Alesadra,Sudeste,12,feminino
Alesander,Sudeste,67,masculino
Alesandra,Sudeste,4136,feminino
Alesandre,Sudeste,48,masculino
Alesandro,Sudeste,2429,masculino
Alesio,Sudeste,42,masculino
Aleska,Nordeste,14,feminino
Aleson,Norte,241,masculino
Alessa,Sudeste,462,feminino
Alessadra,Sudeste,477,feminino
Alessadro,Sudeste,153,masculino
Alessanda,Sudeste,112,feminino
Alessander,Sudeste,470,masculino
Alessando,Sudeste,53,masculino
Alessandr,Sudeste,29,ambos
Alessandra,Sudeste,128307,feminino
Alessandre,Sudeste,528,masculino
Alessandro,Sudeste,67858,masculino
Alessanra,Sudeste,29,feminino
Alessansra,Sudeste,37,feminino
Alessia,Sudeste,98,feminino
Alessio,Sudeste,125,masculino
Alessndra,Sudeste,47,feminino
Alessndro,Sudeste,25,masculino
Alesson,Nordeste,361,masculino
Alesssandra,Sudeste,13,feminino
Alesxandra,Sudeste,14,feminino
Alesxandro,Sudeste,31,masculino
Alete,Sudeste,36,feminino
Aletea,Sudeste,11,feminino
Aleteia,Sudeste,104,feminino
Alethea,Sudeste,43,feminino
Aleticia,Sudeste,13,feminino
Aleuda,Nordeste,57,feminino
Alex,Sudeste,143305,masculino
Alexa,Sudeste,249,feminino
Alexabdre,Sudeste,18,masculino
Alexader,Sudeste,52,masculino
Alexadra,Sudeste,132,feminino
Alexadre,Sudeste,846,masculino
Alexadro,Sudeste,77,masculino
Alexamdra,Sudeste,10,desconhecido
Alexamdre,Sudeste,52,masculino
Alexanda,Sudeste,27,feminino
Alexandar,Sudeste,10,feminino
Alexande,Sudeste,251,masculino
Alexandee,Sudeste,16,desconhecido
Alexander,Sudeste,11321,masculino
Alexando,Sudeste,34,masculino
Alexandr,Sudeste,88,masculino
Alexandra,Sudeste,39323,feminino
Alexandre,Sudeste,237731,masculino
Alexandrer,Sudeste,14,masculino
Alexandri,Sudeste,15,masculino
Alexandria,Sudeste,21,feminino
Alexandrina,Sudeste,1799,feminino
Alexandrino,Sudeste,165,masculino
Alexandro,Sudeste,25577,masculino
Alexandros,Sudeste,11,desconhecido
